league,season,date,team,h_a,result,pts,goals_scored,goals_missed,deep_passes,deep_passes_allowed,ppda,oppda
Ligue_1,2014,2015-01-25 20:00:00,Paris Saint Germain,a,w,3,1,0,4,4,8.55,22.0
Ligue_1,2014,2015-01-30 19:30:00,Paris Saint Germain,h,w,3,1,0,6,1,10.73913043478261,13.12
Ligue_1,2014,2015-02-08 20:00:00,Paris Saint Germain,a,d,1,1,1,11,4,4.903225806451613,24.38888888888889
Ligue_1,2014,2015-02-14 15:00:00,Paris Saint Germain,h,d,1,2,2,9,8,5.903225806451613,10.113636363636363
Ligue_1,2014,2015-02-21 16:00:00,Paris Saint Germain,h,w,3,3,1,2,2,7.142857142857143,15.24
Ligue_1,2014,2015-03-01 20:00:00,Paris Saint Germain,a,d,1,0,0,13,5,4.871794871794871,9.921052631578949
Ligue_1,2014,2015-03-07 16:00:00,Paris Saint Germain,h,w,3,4,1,13,2,6.172413793103448,33.5
Ligue_1,2014,2015-03-15 16:00:00,Paris Saint Germain,a,l,0,2,3,5,11,10.31578947368421,6.09375
Ligue_1,2014,2015-03-20 19:30:00,Paris Saint Germain,h,w,3,3,1,18,5,5.410256410256411,25.894736842105264
Ligue_1,2014,2015-04-05 20:00:00,Paris Saint Germain,a,w,3,3,2,4,1,4.5,9.823529411764708
Ligue_1,2014,2015-04-18 16:00:00,Paris Saint Germain,a,w,3,3,1,8,4,5.457142857142857,14.347826086956522
Ligue_1,2014,2015-04-25 16:00:00,Paris Saint Germain,h,w,3,6,1,12,5,9.323529411764708,19.217391304347824
Ligue_1,2014,2015-04-28 20:00:00,Paris Saint Germain,h,w,3,3,1,5,3,8.28,23.714285714285715
Ligue_1,2014,2015-05-03 20:00:00,Paris Saint Germain,a,w,3,2,0,6,1,15.642857142857142,9.186046511627907
Ligue_1,2014,2015-05-08 19:30:00,Paris Saint Germain,h,w,3,6,0,13,1,5.294117647058823,25.73913043478261
Ligue_1,2014,2015-05-16 20:00:00,Paris Saint Germain,a,w,3,2,1,6,0,7.241379310344827,9.5
Ligue_1,2014,2015-05-23 20:00:00,Paris Saint Germain,h,w,3,3,2,10,2,7.36,23.26086956521739
Ligue_1,2014,2014-08-09 20:00:00,SC Bastia,h,d,1,3,3,2,1,5.742857142857143,4.782608695652174
Ligue_1,2014,2014-08-16 16:00:00,SC Bastia,a,l,0,0,2,1,6,24.38095238095238,6.7407407407407405
Ligue_1,2014,2014-08-23 19:00:00,SC Bastia,h,w,3,1,0,1,2,7.814814814814815,5.615384615384615
Ligue_1,2014,2014-08-31 13:00:00,SC Bastia,a,d,1,1,1,1,12,22.714285714285715,5.464285714285714
Ligue_1,2014,2014-09-13 19:00:00,SC Bastia,h,d,1,1,1,3,3,9.294117647058824,11.23076923076923
Ligue_1,2014,2014-09-20 19:00:00,SC Bastia,a,l,0,1,3,3,8,6.904761904761905,14.27777777777778
Ligue_1,2014,2014-09-24 18:00:00,SC Bastia,h,d,1,0,0,2,4,8.869565217391305,5.931034482758621
Ligue_1,2014,2014-09-27 19:00:00,SC Bastia,a,l,0,0,1,3,4,12.5,6.4
Ligue_1,2014,2014-10-04 19:00:00,SC Bastia,h,l,0,0,2,3,2,5.137931034482759,11.185185185185183
Ligue_1,2014,2014-10-18 19:00:00,SC Bastia,a,w,3,1,0,0,4,10.5,3.15
Ligue_1,2014,2014-10-25 19:00:00,SC Bastia,h,l,0,1,3,3,8,9.285714285714286,7.25
Ligue_1,2014,2014-11-01 19:00:00,SC Bastia,a,l,0,0,1,5,0,7.052631578947368,13.565217391304348
Ligue_1,2014,2014-11-08 19:00:00,SC Bastia,h,w,3,2,0,1,4,6.32,4.896551724137931
Ligue_1,2014,2014-11-22 16:00:00,SC Bastia,h,d,1,0,0,0,5,6.1,5.04
Ligue_1,2014,2014-11-29 19:00:00,SC Bastia,a,l,0,1,2,2,3,15.0,9.074074074074074
Ligue_1,2014,2014-12-03 18:00:00,SC Bastia,h,l,0,1,2,8,3,4.2,8.38888888888889
Ligue_1,2014,2014-12-06 19:00:00,SC Bastia,a,l,0,0,1,3,14,15.833333333333334,4.27027027027027
Ligue_1,2014,2014-12-13 19:00:00,SC Bastia,h,w,3,2,0,4,4,5.351351351351352,18.58333333333333
Ligue_1,2014,2014-12-20 19:00:00,SC Bastia,a,d,1,1,1,2,1,7.125,4.620689655172414
Ligue_1,2014,2015-01-10 16:00:00,SC Bastia,h,w,3,4,2,0,8,8.904761904761905,7.956521739130435
Ligue_1,2014,2015-01-17 19:00:00,SC Bastia,a,d,1,1,1,3,5,7.769230769230769,4.038461538461538
Ligue_1,2014,2015-01-24 19:00:00,SC Bastia,h,d,1,0,0,1,8,9.130434782608695,10.5
Ligue_1,2014,2015-01-31 19:00:00,SC Bastia,a,d,1,1,1,1,10,8.0,6.541666666666667
Ligue_1,2014,2015-02-07 19:00:00,SC Bastia,h,w,3,2,0,7,5,7.3,16.285714285714285
Ligue_1,2014,2015-02-14 19:00:00,SC Bastia,a,w,3,2,0,3,5,9.555555555555555,12.92
Ligue_1,2014,2015-02-21 19:00:00,SC Bastia,h,w,3,2,1,2,6,5.914285714285715,7.428571428571429
Ligue_1,2014,2015-02-28 19:00:00,SC Bastia,a,l,0,0,2,3,5,12.476190476190476,13.736842105263158
Ligue_1,2014,2015-03-07 19:00:00,SC Bastia,h,w,3,2,1,1,1,3.9615384615384617,8.3
Ligue_1,2014,2015-03-13 19:30:00,SC Bastia,a,l,0,0,3,1,18,15.047619047619047,6.416666666666667
Ligue_1,2014,2015-03-21 19:00:00,SC Bastia,h,d,1,0,0,4,4,6.8125,8.909090909090908
Ligue_1,2014,2015-04-04 19:00:00,SC Bastia,a,l,0,1,3,5,3,4.8108108108108105,9.807692307692308
Ligue_1,2014,2015-04-15 17:30:00,SC Bastia,a,l,0,0,2,1,7,14.294117647058824,5.566666666666666
Ligue_1,2014,2015-04-18 19:00:00,SC Bastia,h,l,0,1,2,3,3,4.541666666666667,7.387096774193548
Ligue_1,2014,2015-04-25 19:00:00,SC Bastia,a,w,3,2,1,3,1,12.789473684210526,9.5
Ligue_1,2014,2015-05-02 19:00:00,SC Bastia,h,w,3,1,0,5,4,6.897435897435898,15.263157894736842
Ligue_1,2014,2015-05-09 19:00:00,SC Bastia,a,w,3,1,0,4,13,18.666666666666668,12.1875
Ligue_1,2014,2015-05-16 20:00:00,SC Bastia,h,d,1,1,1,1,2,5.814814814814815,16.555555555555557
Ligue_1,2014,2015-05-23 20:00:00,SC Bastia,a,l,0,0,3,3,5,9.31578947368421,8.291666666666666
Ligue_1,2014,2014-08-10 16:00:00,Rennes,a,l,0,0,2,3,5,18.3125,7.741935483870968
Ligue_1,2014,2014-08-16 19:00:00,Rennes,h,w,3,6,2,2,2,14.5,15.041666666666666
Ligue_1,2014,2014-08-24 16:00:00,Rennes,a,d,1,0,0,2,6,10.153846153846152,8.88
Ligue_1,2014,2014-08-30 19:00:00,Rennes,a,w,3,1,0,10,1,4.296296296296297,19.61111111111111
Ligue_1,2014,2014-09-13 16:00:00,Rennes,h,d,1,1,1,2,9,25.5,7.933333333333334
Ligue_1,2014,2014-09-20 16:00:00,Rennes,a,l,0,0,3,5,6,11.0,7.038461538461538
Ligue_1,2014,2014-09-23 20:00:00,Rennes,h,l,0,0,3,2,4,8.526315789473685,10.2
Ligue_1,2014,2014-09-28 13:00:00,Rennes,a,l,0,1,2,6,1,12.409090909090908,18.473684210526315
Ligue_1,2014,2014-10-04 19:00:00,Rennes,h,w,3,2,0,6,2,8.636363636363637,18.714285714285715
Ligue_1,2014,2014-10-18 19:00:00,Rennes,a,d,1,0,0,3,3,9.25,17.11111111111111
Ligue_1,2014,2014-10-26 13:00:00,Rennes,h,w,3,2,0,8,0,8.708333333333334,13.454545454545457
Ligue_1,2014,2014-11-02 13:00:00,Rennes,a,d,1,1,1,1,1,11.5,8.88
Ligue_1,2014,2014-11-07 19:30:00,Rennes,h,w,3,1,0,2,2,8.928571428571429,17.625
Ligue_1,2014,2014-11-22 19:00:00,Rennes,a,w,3,1,0,6,10,9.38095238095238,9.923076923076923
Ligue_1,2014,2014-11-29 19:00:00,Rennes,h,w,3,2,0,2,3,18.33333333333333,13.047619047619047
Ligue_1,2014,2014-12-03 18:00:00,Rennes,a,w,3,2,1,1,4,9.76923076923077,7.62962962962963
Ligue_1,2014,2014-12-06 19:00:00,Rennes,h,l,0,0,4,8,8,7.230769230769231,14.842105263157896
Ligue_1,2014,2014-12-13 19:00:00,Rennes,a,l,0,0,2,4,4,18.58333333333333,5.351351351351352
Ligue_1,2014,2014-12-20 19:00:00,Rennes,h,l,0,1,3,4,4,19.23809523809524,20.3
Ligue_1,2014,2015-01-10 19:00:00,Rennes,a,d,1,1,1,6,2,14.333333333333334,11.555555555555555
Ligue_1,2014,2015-01-18 16:00:00,Rennes,h,d,1,0,0,5,7,11.428571428571429,12.318181818181818
Ligue_1,2014,2015-01-25 16:00:00,Rennes,h,l,0,1,4,7,5,8.833333333333334,14.933333333333334
Ligue_1,2014,2015-01-30 19:30:00,Rennes,a,l,0,0,1,1,6,13.12,10.73913043478261
Ligue_1,2014,2015-02-07 15:00:00,Rennes,h,d,1,1,1,5,5,6.7073170731707314,7.545454545454546
Ligue_1,2014,2015-02-14 19:00:00,Rennes,a,l,0,1,2,6,6,4.862068965517241,5.0
Ligue_1,2014,2015-02-21 19:00:00,Rennes,h,d,1,1,1,4,2,32.4,6.909090909090909
Ligue_1,2014,2015-02-28 19:00:00,Rennes,a,w,3,1,0,3,6,9.157894736842104,4.636363636363637
Ligue_1,2014,2015-03-07 19:00:00,Rennes,h,w,3,1,0,6,1,16.545454545454547,15.5
Ligue_1,2014,2015-03-15 13:00:00,Rennes,a,l,0,0,3,9,3,13.875,12.272727272727272
Ligue_1,2014,2015-03-21 19:00:00,Rennes,h,d,1,0,0,3,1,6.52,12.26923076923077
Ligue_1,2014,2015-04-04 19:00:00,Rennes,a,w,3,3,0,1,5,22.357142857142858,15.818181818181818
Ligue_1,2014,2015-04-12 16:00:00,Rennes,h,w,3,1,0,6,1,5.5,19.764705882352946
Ligue_1,2014,2015-04-18 19:00:00,Rennes,a,d,1,1,1,7,6,12.88888888888889,14.038461538461538
Ligue_1,2014,2015-04-25 19:00:00,Rennes,h,w,3,2,1,4,4,6.90625,12.3125
Ligue_1,2014,2015-05-02 19:00:00,Rennes,a,d,1,0,0,1,4,16.375,13.346153846153848
Ligue_1,2014,2015-05-09 19:00:00,Rennes,h,l,0,0,1,13,4,12.1875,18.666666666666668
Ligue_1,2014,2015-05-16 20:00:00,Rennes,a,l,0,0,1,2,3,14.285714285714286,16.583333333333332
Ligue_1,2014,2015-05-23 20:00:00,Rennes,h,l,0,0,1,3,2,23.0,15.166666666666666
Ligue_1,2014,2014-08-09 20:00:00,Marseille,a,d,1,3,3,1,2,4.782608695652174,5.742857142857143
Ligue_1,2014,2014-08-17 16:00:00,Marseille,h,l,0,0,2,7,3,5.185185185185185,7.083333333333333
Ligue_1,2014,2014-08-23 16:00:00,Marseille,a,w,3,1,0,3,2,8.0,7.848484848484849
Ligue_1,2014,2014-08-29 19:30:00,Marseille,h,w,3,4,0,7,2,6.892857142857143,8.166666666666666
Ligue_1,2014,2014-09-14 20:00:00,Marseille,a,w,3,3,1,2,2,8.173913043478262,10.0
Ligue_1,2014,2014-09-20 16:00:00,Marseille,h,w,3,3,0,6,5,7.038461538461538,11.0
Ligue_1,2014,2014-09-23 18:00:00,Marseille,a,w,3,5,0,7,2,8.125,9.323529411764708
Ligue_1,2014,2014-09-28 20:00:00,Marseille,h,w,3,2,1,4,2,7.655172413793103,10.794117647058824
Ligue_1,2014,2014-10-04 16:00:00,Marseille,a,w,3,2,1,8,1,4.416666666666667,8.0
Ligue_1,2014,2014-10-19 13:00:00,Marseille,h,w,3,2,0,4,1,6.28125,5.588235294117647
Ligue_1,2014,2014-10-26 20:00:00,Marseille,a,l,0,0,1,2,4,6.32,6.90625
Ligue_1,2014,2014-11-02 20:00:00,Marseille,h,w,3,2,1,6,5,6.346153846153846,6.333333333333333
Ligue_1,2014,2014-11-09 20:00:00,Marseille,a,l,0,0,2,5,11,5.358974358974359,6.0
Ligue_1,2014,2014-11-23 20:00:00,Marseille,h,w,3,3,1,7,6,5.608695652173913,7.9
Ligue_1,2014,2014-11-28 19:30:00,Marseille,h,w,3,2,0,4,2,4.357142857142857,14.625
Ligue_1,2014,2014-12-02 18:00:00,Marseille,a,d,1,1,1,8,4,7.952380952380952,12.904761904761903
Ligue_1,2014,2014-12-07 20:00:00,Marseille,h,w,3,3,1,10,6,7.875,8.794117647058824
Ligue_1,2014,2014-12-14 20:00:00,Marseille,a,l,0,0,1,3,2,3.4571428571428573,8.166666666666666
Ligue_1,2014,2014-12-21 13:00:00,Marseille,h,w,3,2,1,4,5,5.3478260869565215,9.096774193548388
Ligue_1,2014,2015-01-09 19:30:00,Marseille,a,l,0,1,2,4,1,5.0,5.884615384615385
Ligue_1,2014,2015-01-18 20:00:00,Marseille,h,w,3,2,1,7,0,4.333333333333333,9.962962962962964
Ligue_1,2014,2015-01-23 19:30:00,Marseille,a,l,0,1,2,8,4,5.333333333333333,6.0344827586206895
Ligue_1,2014,2015-01-31 15:30:00,Marseille,h,w,3,1,0,5,1,11.625,14.24
Ligue_1,2014,2015-02-07 15:00:00,Marseille,a,d,1,1,1,5,5,7.545454545454546,6.7073170731707314
Ligue_1,2014,2015-02-13 19:30:00,Marseille,h,d,1,2,2,8,5,7.65,14.578947368421051
Ligue_1,2014,2015-02-22 20:00:00,Marseille,a,d,1,2,2,6,4,6.615384615384615,8.62962962962963
Ligue_1,2014,2015-02-27 19:30:00,Marseille,h,l,0,2,3,10,5,4.3125,10.212121212121213
Ligue_1,2014,2015-03-06 19:30:00,Marseille,a,w,3,6,1,8,4,5.193548387096774,5.565217391304348
Ligue_1,2014,2015-03-15 20:00:00,Marseille,h,d,1,0,0,3,0,2.347826086956522,4.705882352941177
Ligue_1,2014,2015-03-22 20:00:00,Marseille,a,w,3,4,0,3,2,5.833333333333333,4.791666666666667
Ligue_1,2014,2015-04-05 20:00:00,Marseille,h,l,0,2,3,1,4,9.823529411764708,4.5
Ligue_1,2014,2015-04-12 20:00:00,Marseille,a,l,0,0,1,0,1,8.4,8.303030303030303
Ligue_1,2014,2015-04-17 19:30:00,Marseille,a,l,0,0,1,5,3,5.944444444444445,7.815789473684211
Ligue_1,2014,2015-04-24 19:30:00,Marseille,h,l,0,3,5,7,4,4.027027027027027,16.681818181818183
Ligue_1,2014,2015-05-01 19:30:00,Marseille,a,w,3,2,0,5,7,8.346153846153847,9.521739130434783
Ligue_1,2014,2015-05-10 20:00:00,Marseille,h,w,3,2,1,5,4,6.666666666666667,6.2926829268292686
Ligue_1,2014,2015-05-16 20:00:00,Marseille,a,w,3,4,0,8,2,4.545454545454546,6.0
Ligue_1,2014,2015-05-23 20:00:00,Marseille,h,w,3,3,0,5,3,8.291666666666666,9.31578947368421
Ligue_1,2014,2014-08-09 20:00:00,Caen,a,w,3,3,0,1,3,21.214285714285715,7.0
Ligue_1,2014,2014-08-15 19:30:00,Caen,h,l,0,0,1,0,1,10.64864864864865,9.047619047619047
Ligue_1,2014,2014-08-23 19:00:00,Caen,a,w,3,2,0,4,2,17.933333333333334,7.952380952380952
Ligue_1,2014,2014-08-30 19:00:00,Caen,h,l,0,0,1,1,10,19.61111111111111,4.296296296296297
Ligue_1,2014,2014-09-13 19:00:00,Caen,a,l,0,0,1,1,8,26.727272727272727,9.72222222222222
Ligue_1,2014,2014-09-20 19:00:00,Caen,a,d,1,3,3,3,7,15.421052631578949,5.214285714285714
Ligue_1,2014,2014-09-24 20:00:00,Caen,h,l,0,0,2,2,6,20.923076923076923,8.173913043478262
Ligue_1,2014,2014-09-28 16:00:00,Caen,a,d,1,0,0,1,6,10.416666666666666,12.318181818181818
Ligue_1,2014,2014-10-04 16:00:00,Caen,h,l,0,1,2,1,8,8.0,4.416666666666667
Ligue_1,2014,2014-10-19 16:00:00,Caen,a,d,1,1,1,3,5,8.379310344827585,14.76923076923077
Ligue_1,2014,2014-10-25 19:00:00,Caen,h,w,3,2,1,3,4,11.038461538461538,12.35
Ligue_1,2014,2014-11-01 19:00:00,Caen,a,l,0,2,3,1,4,5.478260869565218,6.774193548387097
Ligue_1,2014,2014-11-08 19:00:00,Caen,h,l,0,1,2,7,5,5.892857142857143,6.59375
Ligue_1,2014,2014-11-22 19:00:00,Caen,a,d,1,2,2,4,14,7.948717948717949,5.88
Ligue_1,2014,2014-11-29 19:00:00,Caen,h,d,1,1,1,5,4,6.68,8.541666666666666
Ligue_1,2014,2014-12-03 18:00:00,Caen,a,l,0,1,5,1,7,8.333333333333334,10.391304347826088
Ligue_1,2014,2014-12-06 19:00:00,Caen,h,l,0,2,3,4,6,8.333333333333334,4.633333333333334
Ligue_1,2014,2014-12-12 19:30:00,Caen,a,l,0,0,3,4,8,16.296296296296298,6.0
Ligue_1,2014,2014-12-20 19:00:00,Caen,h,d,1,1,1,1,2,4.620689655172414,7.125
Ligue_1,2014,2015-01-10 19:00:00,Caen,a,l,0,0,1,1,6,11.033333333333331,7.846153846153846
Ligue_1,2014,2015-01-17 19:00:00,Caen,h,w,3,4,1,2,2,13.238095238095235,5.208333333333333
Ligue_1,2014,2015-01-25 16:00:00,Caen,a,w,3,4,1,5,7,14.933333333333334,8.833333333333334
Ligue_1,2014,2015-02-01 13:00:00,Caen,h,w,3,1,0,2,6,12.090909090909092,4.25
Ligue_1,2014,2015-02-07 19:00:00,Caen,h,w,3,2,0,2,4,5.782608695652174,4.961538461538462
Ligue_1,2014,2015-02-14 15:00:00,Caen,a,d,1,2,2,8,9,10.113636363636363,5.903225806451613
Ligue_1,2014,2015-02-21 19:00:00,Caen,h,w,3,4,1,3,3,7.0588235294117645,7.916666666666667
Ligue_1,2014,2015-02-27 19:30:00,Caen,a,w,3,3,2,5,10,10.212121212121213,4.3125
Ligue_1,2014,2015-03-07 19:00:00,Caen,h,l,0,1,2,2,10,15.91304347826087,5.1
Ligue_1,2014,2015-03-14 19:00:00,Caen,a,l,0,1,2,2,9,29.166666666666668,4.4
Ligue_1,2014,2015-03-21 19:00:00,Caen,h,d,1,0,0,6,3,9.173913043478262,12.63157894736842
Ligue_1,2014,2015-04-05 16:00:00,Caen,a,w,3,2,1,8,2,10.666666666666666,10.32
Ligue_1,2014,2015-04-10 19:30:00,Caen,h,l,0,0,3,4,5,12.041666666666666,10.25
Ligue_1,2014,2015-04-19 16:00:00,Caen,a,l,0,0,1,3,11,4.0588235294117645,4.958333333333333
Ligue_1,2014,2015-04-25 19:00:00,Caen,h,l,0,0,2,4,6,7.409090909090909,7.958333333333333
Ligue_1,2014,2015-05-02 19:00:00,Caen,a,d,1,1,1,4,7,9.08,3.945945945945946
Ligue_1,2014,2015-05-09 16:00:00,Caen,h,w,3,3,0,2,12,22.0,3.9642857142857135
Ligue_1,2014,2015-05-16 20:00:00,Caen,a,d,1,1,1,2,1,16.555555555555557,5.814814814814815
Ligue_1,2014,2015-05-23 20:00:00,Caen,h,w,3,3,2,6,6,15.5625,7.545454545454546
Ligue_1,2014,2014-08-09 20:00:00,Montpellier,h,l,0,0,1,2,3,11.23076923076923,10.2
Ligue_1,2014,2014-08-17 16:00:00,Montpellier,a,w,3,2,0,3,7,7.083333333333333,5.185185185185185
Ligue_1,2014,2014-08-23 19:00:00,Montpellier,h,w,3,2,0,6,3,7.333333333333333,9.24
Ligue_1,2014,2014-08-30 19:00:00,Montpellier,a,l,0,0,1,1,2,9.0,5.4
Ligue_1,2014,2014-09-13 19:00:00,Montpellier,h,w,3,1,0,4,4,8.8125,7.214285714285714
Ligue_1,2014,2014-09-21 13:00:00,Montpellier,a,d,1,0,0,3,7,9.75,6.727272727272728
Ligue_1,2014,2014-09-24 18:00:00,Montpellier,h,l,0,0,1,3,4,12.38095238095238,5.75
Ligue_1,2014,2014-09-27 19:00:00,Montpellier,h,w,3,2,1,6,2,7.458333333333333,5.620689655172414
Ligue_1,2014,2014-10-04 19:00:00,Montpellier,a,d,1,1,1,2,1,6.461538461538462,5.36
Ligue_1,2014,2014-10-19 20:00:00,Montpellier,a,l,0,1,5,1,10,10.333333333333334,5.846153846153846
Ligue_1,2014,2014-10-25 19:00:00,Montpellier,a,l,0,0,1,3,0,9.785714285714286,5.724137931034483
Ligue_1,2014,2014-11-01 19:00:00,Montpellier,h,w,3,2,0,8,6,5.205882352941177,4.536585365853658
Ligue_1,2014,2014-11-08 19:00:00,Montpellier,a,l,0,0,2,4,1,4.896551724137931,6.32
Ligue_1,2014,2014-11-23 16:00:00,Montpellier,h,w,3,2,0,5,4,11.65,4.333333333333333
Ligue_1,2014,2014-11-29 19:00:00,Montpellier,a,d,1,1,1,4,5,8.541666666666666,6.68
Ligue_1,2014,2014-12-03 18:00:00,Montpellier,h,l,0,0,2,1,5,9.31578947368421,6.466666666666667
Ligue_1,2014,2014-12-06 19:00:00,Montpellier,a,w,3,4,0,8,8,14.842105263157896,7.230769230769231
Ligue_1,2014,2014-12-13 19:00:00,Montpellier,h,d,1,3,3,6,1,5.6,2.923076923076923
Ligue_1,2014,2014-12-20 16:00:00,Montpellier,a,d,1,0,0,1,13,12.9,4.512820512820513
Ligue_1,2014,2015-01-09 19:30:00,Montpellier,h,w,3,2,1,1,4,5.884615384615385,5.0
Ligue_1,2014,2015-01-17 19:00:00,Montpellier,a,w,3,3,2,7,1,6.068965517241379,6.896551724137931
Ligue_1,2014,2015-01-24 19:00:00,Montpellier,h,w,3,4,0,3,4,9.35135135135135,5.025
Ligue_1,2014,2015-01-31 19:00:00,Montpellier,a,d,1,0,0,2,4,9.04,4.475
Ligue_1,2014,2015-02-07 19:00:00,Montpellier,h,l,0,1,2,4,3,7.344827586206897,8.074074074074074
Ligue_1,2014,2015-02-22 13:00:00,Montpellier,a,w,3,2,0,4,3,8.969696969696969,5.1923076923076925
Ligue_1,2014,2015-03-01 16:00:00,Montpellier,h,w,3,2,1,8,6,6.714285714285714,3.5
Ligue_1,2014,2015-03-08 20:00:00,Montpellier,h,l,0,1,5,6,6,9.108108108108109,3.333333333333333
Ligue_1,2014,2015-03-14 19:00:00,Montpellier,h,w,3,3,1,4,2,7.032258064516129,3.772727272727273
Ligue_1,2014,2015-03-21 19:00:00,Montpellier,a,l,0,0,1,3,4,7.541666666666667,4.083333333333333
Ligue_1,2014,2015-04-04 19:00:00,Montpellier,h,w,3,3,1,3,5,9.807692307692308,4.8108108108108105
Ligue_1,2014,2015-04-07 18:00:00,Montpellier,a,d,1,0,0,1,6,6.285714285714286,6.181818181818182
Ligue_1,2014,2015-04-12 16:00:00,Montpellier,a,l,0,0,1,4,1,4.7317073170731705,5.96875
Ligue_1,2014,2015-04-19 16:00:00,Montpellier,h,w,3,1,0,11,3,4.958333333333333,4.0588235294117645
Ligue_1,2014,2015-04-26 13:00:00,Montpellier,a,l,0,0,1,4,7,11.421052631578949,7.481481481481482
Ligue_1,2014,2015-05-02 19:00:00,Montpellier,h,d,1,0,0,4,1,13.346153846153848,16.375
Ligue_1,2014,2015-05-10 13:00:00,Montpellier,a,w,3,1,0,9,5,13.3125,15.75
Ligue_1,2014,2015-05-16 20:00:00,Montpellier,h,l,0,1,2,0,6,9.5,7.241379310344827
Ligue_1,2014,2015-05-23 20:00:00,Montpellier,a,l,0,1,2,3,9,20.57894736842105,11.26923076923077
Ligue_1,2014,2014-08-09 20:00:00,Nantes,h,w,3,1,0,3,2,11.84,21.857142857142858
Ligue_1,2014,2014-08-16 19:00:00,Nantes,a,d,1,1,1,2,2,9.208333333333334,10.76923076923077
Ligue_1,2014,2014-08-24 20:00:00,Nantes,h,l,0,0,1,4,1,12.935483870967742,8.821428571428571
Ligue_1,2014,2014-08-30 19:00:00,Nantes,h,w,3,1,0,2,1,5.4,9.0
Ligue_1,2014,2014-09-14 13:00:00,Nantes,a,l,0,0,2,2,2,13.904761904761903,6.730769230769231
Ligue_1,2014,2014-09-20 19:00:00,Nantes,h,w,3,2,1,3,2,11.366666666666667,8.11111111111111
Ligue_1,2014,2014-09-24 18:00:00,Nantes,a,d,1,0,0,4,2,5.931034482758621,8.869565217391305
Ligue_1,2014,2014-09-28 16:00:00,Nantes,h,d,1,1,1,3,7,17.095238095238095,14.5625
Ligue_1,2014,2014-10-05 16:00:00,Nantes,a,w,3,1,0,8,4,11.869565217391305,7.15
Ligue_1,2014,2014-10-18 19:00:00,Nantes,h,d,1,1,1,4,1,21.4375,6.7727272727272725
Ligue_1,2014,2014-10-25 19:00:00,Nantes,a,w,3,2,0,6,3,10.38095238095238,9.047619047619047
Ligue_1,2014,2014-11-02 13:00:00,Nantes,h,d,1,1,1,1,1,8.88,11.5
Ligue_1,2014,2014-11-08 19:00:00,Nantes,a,w,3,2,1,5,7,6.59375,5.892857142857143
Ligue_1,2014,2014-11-23 13:00:00,Nantes,h,d,1,0,0,1,6,11.095238095238097,5.655172413793103
Ligue_1,2014,2014-11-28 19:30:00,Nantes,a,l,0,0,2,2,4,14.625,4.357142857142857
Ligue_1,2014,2014-12-02 18:00:00,Nantes,h,l,0,1,2,4,2,6.043478260869565,7.074074074074074
Ligue_1,2014,2014-12-06 16:00:00,Nantes,a,l,0,1,2,3,7,11.055555555555555,5.782608695652174
Ligue_1,2014,2014-12-13 16:00:00,Nantes,h,w,3,2,1,2,1,12.6,9.444444444444445
Ligue_1,2014,2014-12-20 19:00:00,Nantes,a,w,3,2,1,2,7,16.944444444444443,7.419354838709677
Ligue_1,2014,2015-01-11 16:00:00,Nantes,h,d,1,0,0,6,3,7.571428571428571,9.692307692307692
Ligue_1,2014,2015-01-17 19:00:00,Nantes,a,l,0,0,1,1,5,11.0,6.461538461538462
Ligue_1,2014,2015-01-24 19:00:00,Nantes,a,l,0,0,4,4,3,5.025,9.35135135135135
Ligue_1,2014,2015-01-31 19:00:00,Nantes,h,d,1,1,1,1,4,7.857142857142857,17.5
Ligue_1,2014,2015-02-08 16:00:00,Nantes,a,d,1,0,0,1,2,7.026315789473684,4.2926829268292686
Ligue_1,2014,2015-02-14 19:00:00,Nantes,h,l,0,0,2,5,3,12.92,9.555555555555555
Ligue_1,2014,2015-02-22 16:00:00,Nantes,a,l,0,0,1,4,1,13.607142857142858,5.25
Ligue_1,2014,2015-03-01 13:00:00,Nantes,h,w,3,1,0,4,2,5.909090909090909,10.68
Ligue_1,2014,2015-03-07 19:00:00,Nantes,a,l,0,1,3,3,5,9.653846153846152,7.344827586206897
Ligue_1,2014,2015-03-14 19:00:00,Nantes,h,w,3,2,1,5,2,7.782608695652174,4.884615384615385
Ligue_1,2014,2015-03-21 19:00:00,Nantes,a,d,1,0,0,1,3,12.26923076923077,6.52
Ligue_1,2014,2015-04-05 16:00:00,Nantes,h,l,0,1,2,2,8,10.32,10.666666666666666
Ligue_1,2014,2015-04-12 13:00:00,Nantes,a,l,0,0,1,3,4,7.8,9.483870967741936
Ligue_1,2014,2015-04-17 19:30:00,Nantes,h,w,3,1,0,3,5,7.815789473684211,5.944444444444445
Ligue_1,2014,2015-04-25 19:00:00,Nantes,a,d,1,1,1,3,3,6.689655172413793,12.588235294117649
Ligue_1,2014,2015-05-03 20:00:00,Nantes,h,l,0,0,2,1,6,9.186046511627907,15.642857142857142
Ligue_1,2014,2015-05-09 19:00:00,Nantes,a,l,0,1,2,1,4,9.32,9.0
Ligue_1,2014,2015-05-16 20:00:00,Nantes,h,d,1,1,1,9,1,13.727272727272728,26.133333333333333
Ligue_1,2014,2015-05-23 20:00:00,Nantes,a,l,0,0,1,6,1,5.096774193548387,16.217391304347824
Ligue_1,2014,2014-08-09 20:00:00,Guingamp,h,l,0,0,2,3,2,16.0625,10.75
